scheda;word
FOTOGR-II-0201;vecchia|molveno|chiesa|della|abitato|centro|demolita|1948|panorama|l'assenza
FOTOGR-II-0202;della|soggiorno|molveno|panorama|estivo|fotografia|notare|compresenza|nord|delle|chiese|destro
FOTOGR-II-0203;(trentino|brenta|molveno|gruppo|paese|203-127|scorcio
FOTOGR-II-0206;tracciato|strada|notare|seggiovia|panorama|ripreso|m.864|trentino|1953).dolomiti|costruita|breve|dalla|molveno|s.lorenzo|brenta|verrà|della|seggiovia|pradel|banale|conduce
FOTOGR-II-0207;leggono|panorama|sovrastanti|principali|gruppo|ripreso|paese|brenta|montuose|delle|molveo
FOTOGR-II-0208;brenta|panorama|m.864|vecchia|demolita|chiesa|ripreso|brenta|molveno|gruppo|trentino|dalla|notare|l'assenza|della|1948.dolomiti|fontanella.
FOTOGR-II-0209;dolomiti|trentino|brenta|brenta|panorama|gruppo|molveno
FOTOGR-II-0212;ancora|fotografico|bolzanino|chiesa|venivano|excelsior|sport|della|corriere|all'epoca|sinistra|molveno|fotografo|sulla|cantini|nella|piazza|piazza|seguito|parcheggiate|aperto|rilevato|studio|destra
FOTOGR-II-0213;tramonto|ideal|della|piazza.molveno|dell'epoca|s.carlo|piazza|tramonto|scorcio|ripreso|notare|conformazione|molveno|fontana|trentino)
FOTOGR-II-0214;lago|brenta|1948.molveno|nuova|paese|gruppo|demolita|presenza|vecchia|l'assenza|pittoresco|scorcio|della|piedi|trentino|chiesa|notare
FOTOGR-II-0215;molveno|pittoresco|paese|scorcio|trentino|molveno
FOTOGR-II-0216;miralago|molveno|venezia.molveno|gruppo|brenta|panorama|belvedere|brenta|notano|tosa|europa|dolomiti|alberghi
FOTOGR-II-0217;alberghi|brenta|trentino|scorcio|gruppo|alcuni|penna|erroneamente|lido|belvedere|sfondo|segnala|scritta|brenta|excelsior|europa|notare|l'hotel|miramonti|molveno
FOTOGR-II-0220;della|ripresa|fontana|ideal|fotografia|centro|s.carlo|vecchia|conformazione|notare|piazza
FOTOGR-II-0221;lasteri|piazza|sinistra).molveno|roconoscono|sulla|piano|dell'epoca|sport|l'albergo|conformazione|idea|s.carlo|secondo|fontana|centro|dolomiti|brenta)
FOTOGR-II-0222;sport|piazza|abbigliamento.203|s.carlo|della|gradinata|molveno|fontana|negozio|conformazione|secondo|ideal|dell'epoca|piano|centro|particolare
FOTOGR-II-0223;molveno|paese|brenta|brenta|gruppo|dolomiti|panorama
FOTOGR-II-0224;riconosce|hotel|innevate.molveno|m.864|paese|molveno|sullo|scorcio|santi|brenta|campanile|ariston|sfondo|dolomiti|destra
FOTOGR-II-0225;molveno|pradel|panorama|visto|pradel.molveno|trentino)
FOTOGR-II-0226;notare|della|demolita|molveno|nuova|vecchi|panorama|chiesa|castioni|presenza|1948.
FOTOGR-II-0227;riconosce|molveno|piano|formato|pozzetto|analogica|medio|panorama|macchina|fotografare|vecchia|ragazzo|primo|intento|mirino|scorcio
FOTOGR-II-0230;dolomiti|venezia|sfondo|lido|strutture|alberghiere|piano|sullo|alberghiera|miramonti|primo|dell'epoca|alberghi|panorama|belvedere|europa|riconoscono|excelsior|brentamolveno|diverse
FOTOGR-II-0231;paradiso|panorama|molveno|riconoscono|piano|riconosce|strutture|primo|diverse|turistiche|invernale|villa
FOTOGR-II-0232;brenta.molveno|molveno|principali|sfondo|sullo|dell'attuale|gruppo|ripresa|ricettive|roconoscono|alberghiera|cortile|strutture|asilo|cresole|dell'epoca.
FOTOGR-II-0233;dell'albergo|trentino|della|venezia.203|fotografia|destra|nazionale|fianco|sulla|scendere|molveno|panorama|l'albergo|centro|persona
FOTOGR-II-0234;riconoscibili|soggiorno|notare|prato|strutture|principali|segheria|turistiche|dell'abitato|divenuto|località|molveno|paese|ischia|dell'epoca|primo|mezzolago|piano|molveno,ripreso|bosco|estivo|panorama
FOTOGR-II-0235;ariston|centro|fotografia|riconoscibile|costruzione|lago|fianco|dell'odierno|hotel|panorama|chiesa|della|cantiere|balneare|molveno|belvedere|stabilimento
FOTOGR-II-0236;prati|ripreso|bosco.203-31|molveno|primo|polo|divenuti|notare|coltivati|panorama|trentino|piano|molveno
FOTOGR-II-0237;dalla|bordo|molveno|brenta|m.864|piano|fontanella|motocicletta|gruppo|panorama|strada.molveno|primo
FOTOGR-II-0238;località|invariati|notare|sviluppa|valbiole|primo|rimasti|gruppo|panorama|ripreso|centro|piano|brenta|fotografia|abeti|della|prati|all'interno|oggi|invece|strada
FOTOGR-II-0239;dalle|riconosce|possibile|delle|fotografia|seghe|basso|fianco|segheria|della|campanile|compresenza|panorama|chiese|molveno|individuare|centro|sgarbi.
FOTOGR-II-024;ripreso|fontanella|brenta|203-129|molveno|dalla|trentino|panorama|gruppo
FOTOGR-II-0240;riconoscono|sinistra|m.860|femminili|figure|guardare|piano|vela|barca|scorcio|ormeggiate|molo|sedute|trentino|vedono|molveno|tramonto|primo
FOTOGR-II-0241;andalo|strada|brenta|nuova|dolomiti|collegamento|viraggio|panorama|terminata|molveno|sbagliato|risulta|castioni|basso|destra|1956.
FOTOGR-II-0242;risalita|piano|primo|vedono|trentino|nuovo|molveno|l'altopiano|collega|persone|pradel|l'abitato|lago|panorama|impianti|203-171
FOTOGR-II-0243;massò.molveno|stabilimento|riscaldata|dalle|acque|balneare|molveno|piscina|alimentata|direttamente
FOTOGR-II-0245;scorcio|brenta|spiaggetta|brenta|degli|m.864|gruppo|ripreso|inglesi.203-127|molveno|dalla
FOTOGR-II-0250;paese|ripreso|attorno|panorama|bonificata.203-23|dell'ischia|gruppo|trentino|molveno|ancora|piana|notare|prati|hotel|brenta|coltivati|sopra|lasteri|grand
FOTOGR-II-0251;ripreso|delle|grand|dolomiti|molveno|brenta|brenta|hotel|dolomiti|panorama
FOTOGR-II-0252;località|primo|basso|pradel|panorama|balneare|stabilimento|ischia|riconosce|molveno
FOTOGR-II-0253;nuova|andalo|collegamento|panorama|destra|molveno|costruita|strada|vedere|1956|castioni.
FOTOGR-II-0254;londra|andalo|strada|ripreso|hotel|dalla
FOTOGR-II-0255;ideal|terrazza|scorcio|s.carlo|dalla|molveno|piazza
FOTOGR-II-0256;seghe|castell'alto|baita|ciclamino|delle|vallazza|all'imbocco|ristrutturata|segnalate|della
FOTOGR-II-0257;alcune|sfondo|dell'altissimo|brenta|vallazza|nella|gruppo|struttura|segnalate|baita|originaria|sullo|roma|ciclamino
FOTOGR-II-0258;brenta|sfondo|sulla|brenta.molveno|pradel|rilassano|pradel|gruppo|dalla|turisti|rifugio|terrazza|sullo
FOTOGR-II-0260;lavoro|stabilimento|presso|costume|dello|franchi|osservano|bambini|nella|l'imbarcadero|balneare|molveno|lago|fortunato
FOTOGR-II-0261;barche.molveno|piano|primo|balneare|trentino|presso|stabilimento|sistema|probabilmente|guido|molveno|franchi|persona|m.860|imbarcadero
FOTOGR-II-0262;molveno|lago|trentino|castioni.molveno|m.860|panorama|ripreso
FOTOGR-II-0263;destra|presenza|lago|nuova|delle|panorama|fotografia|nella|molveno|della|intravedere|vecchia|possibile|parte|valbinaghe|chiese|dalle|ripreso
FOTOGR-II-0264;strada|castioni|vedere|ripreso|andalo|possibile|nuova|costruzione|collegamento|molveno|panorama|basso|destra
FOTOGR-II-0265;grand|immagini|mosaico|molveno|rifugio|pedrotti|dolomiti|molveno|sinistra|indicante|corsivo|miniatura|stessa|piccola|raffiguranti|contenuto|hotel|trentino|destra|lago|paese|della|gruppo|scritta|brenta|panorama|saluti|caratterizzata|brenta|m.2483,
FOTOGR-II-0266;specchia|acque|panorama|degli|molveno|inglesi|paese|dalla|cristalline|nelle|lago|ripreso|spiaggetta
FOTOGR-II-0267;gruppo|strada|prati|lago|brenta|sopra|s.lorenzo|piano|noccioli|banale|ripreso|bosco|segno|avanzamento|primo|autunnale|dalla|panorama|molveno
FOTOGR-II-0268;castioni.saluti|molveno-pradel|gruppo|nuova|centro|campanil|abitato|molveno|seggiovia|molveno|panorama|sinistra|immagini|sfulmini|scorcio|dalle|brenta|degli|dalla|collegamento|perteghe,
FOTOGR-II-0269;molveno|lontane|bosco|panorama|progressivo|dalla|nelle|ripreso|avanzamento|paese|notare|fontanella.
FOTOGR-II-0270;abbandono|pratiche|bior|sussistenza|favore|bosco|modello|molveno|sfalcio|delle|abitato|intensivo|panorama|tradizionali|segno|notare|centro|turistico|progressivo|lontane|nelle|avanzamento|sopra|dell'economia|prati
FOTOGR-II-0271;degli|panorama|nelle|spiaggetta|dalla|paese|ripreso|molveno|riflette|acque|lago|inglesi.
FOTOGR-II-0272;degli|fotografia|lago|inglesi|dalla|spiaggetta|neve|sulle|molveno|scorcio|ripreso|presente|baitel|pescatori|della|brenta|centro|ancora
FOTOGR-II-0273;recente|campeggio|panorama|segni|possibile|lavori|l'aspetto|prati|notare|nuovo|piano|località|ripreso|della|ancora|cresole|ripristino|sinistro|prima|notalre|primo|costruzione|scesa|lago|molveno|fontanella|destro|vallon|frana|monte|fotografia|coltivati|sotto|dall'hotel|pozze,
FOTOGR-II-0274;dalla|della|sinistra|collegamento|chiesa|molveno|rosso|andalo|bianco|l'hotel|vedere|ripreso|strada|ariston|panorama|costruito|possibile|mattina.
FOTOGR-II-0275;demolca|molveno|costruita|vedere|possibile|strada|1956|basso|andalo|destra|panorama|collegamento|località|ripreso
FOTOGR-II-0276;adibita|ischia|turistiche|località|notare|molveno|attività|panorama|belvedere|bonificata
FOTOGR-II-0277;brenta|inaugurato|possibile|ponte|massò|centro|vedere|1975|nuovo|fotografia|massò|gruppo|della|panorama
FOTOGR-II-0278;sullo|sulla|scorcio|segheria|biancara|vallazza-|delle|sfondo|seghe|dominano|paesaggio
FOTOGR-II-0279;c.brenta|sinistra|c.sella|panorama|prati|brenta|poia|gruppo|c.roma|principali|gallino|molveno|altissimo|lasteri|segnalate|ripreso
FOTOGR-II-0281;dolomiti|piano|molveno|primo|panorama|brenta|godono|estivo|persone|pedalò
FOTOGR-II-0282;sinistra|prati|ripreso|andalo|notare|nella|dalla|panorama|pendii|parte|esistenti|molveno|montagna|ancora|strada|fotografia|della|lungo
FOTOGR-II-0283;ripreso|molveno|campeggio|riconosce|castioni|panorama|destra|sulla
FOTOGR-II-0284;ripreso|molveno|panorama|demolca.
FOTOGR-II-0285;molveno|scorcio|notare|dovuto|svuotamento|inverno|lago|basso|livello|idroelettrici.-
FOTOGR-II-0286;notare|ritraggono|l'immagine|inverno|l'altopiano|immagini|molveno|saluti|destra|pradel|paese|piste|carbonare|miniature|vecchio|ski-lift
FOTOGR-II-0287;l'altopiano|destro|panorama|pradel|tracciato|degli|livello|molveno|fotografia|lago|basso|inglesi|notare|evidenziato|collega|dalla|ripreso|invernale|della|seggiovia|spiaggetta
FOTOGR-II-0288;basso|notare|bacino|lago|panorama|livello|molveno|lavori|trasformazione|causa|inverno|idroelettrico.-
FOTOGR-II-0289;ripresi|classici|sulla|panorami|sciatore|d'inverno|destra|fuoripista|molveno|invernali|sinistra|entrambi|immagini
FOTOGR-II-0290;cestovia|nuova|dall'inizio|stazione|monoposto|seggiovia|degli|dalla|della|panorama|sostituito|ripreso|arrivo|prima
FOTOGR-II-0292;principali|poia|basso|brenta|intravede|spallone|hotel|molveno|segnalata|grand|molveno|gruppo|segnalate|erroneamente|panorama|ripreso
FOTOGR-II-0293;visto|molveno|principali|notare|centro|abitazioni|della|livello|rimaste|immutate|basso|norma|riconoscono|autunno|destra|oggi|leggermente|dall'alto.
FOTOGR-II-0294;erroneamente|destra|dell'epoca|sinistra|molveno|immagini|torre|.saluti|nell'immagine|nella|molveno|panorami|destra|basso|conformazione|raffiguranti|mosaico|ripresi|piazza|s.carlo|campanile|pradel|rispettivamente|segnalata
FOTOGR-II-0295;basso|mentre|quartiere|dettagli|alto|alcuni|molveno|raffiguranti|s.vigilio.molveno|raffigurato|caratteristica|immagini|centro|storico|bosnia|sinistra|panorami|chiesetta|desta
FOTOGR-II-0296;ripresa|gradoni|un'immagine|sulla|mappa|s.carlo|probabilmente|piazza|esposta|sinistra|possibile|conformazione|molveno|pubblicitario|dall'alto|gruppo|vedere|manifesto|brenta|della|piazza|raffigurante|vecchia|campanile
FOTOGR-II-0297;sinistra|veste|soleggiata|alpina|delle|miniature|scuole|altre|elementari|battisti|pontile|l'albergo|trentino|molveno|immagini|giornata|stella|l'edificio|d'estate.molveno|cesare|estiva|ritraggono
FOTOGR-II-0298;presenti|estiva|viste|dell'imbarcadero|rododendro|saluti|veste|panorami|molveno|immagini|centro|fiori
FOTOGR-II-0299;veste|panorami|estiva|molveno|paese|campanil|torre|alto|bass|brenta|sfulmini|gruppo|presenti|destra|immagini|basso|campanile|trentino
FOTOGR-II-0300;brenta|brenta|cartolina|m.860|gruppo|centro|trentino|molveno|immagini|rododendro.dolomiti|raffiguranti|veste|fiori|estiva|paese|della
FOTOGR-II-0301;nuova|immagini|basso|veste|della|molveno|arrivo|ischia|inizio|piscina|sinistra|costruita|vecchia|cestovia|località|stazione|estiva.
FOTOGR-II-0302;vecchia|località|molveno|hotel|belvedere|grand|veste|nuovo|camping|basso|campeggio|panorama|classico|immagini|m.864|ischia|estiva|lago.molveno|piscina
FOTOGR-II-0303;destra|classici|grand|floreale|spiaggetta|demolca|immagini|dalla|panorami|paese|m.860|molveno|genzianelle.saluti|estiva|veste|inglesi|degli|hotel|motivo
FOTOGR-II-0304;estiva|panorami|m.864|floreale|molveno|motivo|genzianelle|sinistra|veste
FOTOGR-II-0305;castioni|presente|regimato.molveno|molveno|brenta|panorami|estiva|oltre|classiche|vedute|dolomiti|dell'imbarcadero|veste|massò|dettaglio|belvedere
FOTOGR-II-0306;ischia|l'isolotto|l'imbarcadero|molveno|brenta|estiva|ponti|collegano|dettagli|immagini|bior|dolomiti|veste
FOTOGR-II-0307;brenta|posano|destra|alto|presso|campanil|stabilimento|balneare|sfulmini|molveno|fontanella.molveno|ripreso|dolomiti|immagini|l'imbarcadero|tradizionali|prato|degli|l'hotel|dalla|sinistra|gruppo|panorama|brenta|signore|abito|costumi
FOTOGR-II-0654;l'inaugurazione|media|provinciali|taglio|grandi|fotografia|monica|destra|consiglieri|1977|clamer|palestra|ghezzi|laura|nella|nell'atto|negro|preside|1952|graziano|tempo|tarcisio|nastro|silvano|bruno|dalfovo|piffer|andalo|tradizionale|banal|della|sindaco|bottamedi|sinistra|vedono|maura|durante|destra|costume|nastro|scuola|mariarosa|tagliare|bacca|l'allora|tutte
FOTOGR-II-0655;piedi|partire|zanele|media|vedono|bottamedi|dottor|sinistra|palestra|consigliere|provinciale|sindaco|discorso|dell'inaugurazione|occasione|claudio|durante|momento|rappresenta|seduti|fotografia|gianfranco|tarcisio|scuola|andalo|anselmi|andalo|andreolli|ottobre|l'allora|della|1939|molveno
FOTOGR-II-0656;andalo|rappresenta|enrico|partendo|palestra|discorso|occasione|vedono|professor|cavalieri|momento|pubblico|ministero|scuola|bonetti|osti|donata|durante|fotografia|sinsitra|della|franco|dell'inaugurazione|media
FOTOGR-II-0657;massimiliano|sinistra|comunale|vinicio|catanzaro|fondo|sergio|mariangela|banal|indietro|della|secondo|roberto|michele|zarba|dalmonego|l'architetto|fisica|valentini|michele|teresa|1978|rosso|mirko|clementel|andalo|lucia|professore|1979|marta|liberio|germana|palestra|scuola|dalfovo|segretario|dietro|1979|bottamedi|1938|novembre|melchiori|media|all'inaugurazione|orianna|paolo|martina|mansueto|toscana|1950|1945|celina|educazione|1941|1955|zanchja|lettere|pubblico|sindaco|consolini|marzo|l'allora|1979|piano|riconosco|riconoscono|castellan|nicolussi|perli|molveno|partendo|1959|1978|pallanch,
FOTOGR-II-0658;fratello|callovi|sfida|ottorino|rappresenta|calcistica|squadra|bonetti|dalla|mezzolombardo|professore|professori|armando|mottes|professori|educazione|alunni|bruno|occasione|romagna|valentini|proveniente|della|valentini|preside|professor|matematica|bottamedi|fisica|anch'egli|piedi|vedono|piffer|odorizzi|inginocchiati|lettere|pallanch|fotografia|vinicio|egidio
FOTOGR-II-0659;fotografia|della|andalo|rappresenta|palestra|vedono|l'inaugurazione|l'allora|claudio|provinciale|scuola|andalo|media|zanele|durante|dottor|consigliere|sindaco|gianfranco|1939|bottamedi|momento|andreolli|ottobre|tarcisio
FOTOGR-II-0660;tecnica|professore|rappresenta|discorso|maestra|l'allora|fondo|bruno|costume|educazione|bonetti|della|1977|sinistra|destra|clamer|elementare|occasione|bottamedi|silvano|tradizionale|media|vedono|sindaco|andalo|1952|piffer|negro|scuola|consigliere|preside|fotografia|1952|palestra|monica|partendo|annamaria|franco|provinciale|dell'inaugurazione|grandi|momento|entrambe|ghezzi|andalo|tarcisio|laura
FOTOGR-II-0661;bottamedi|matematica|pallanch|militare|capelli|stazione|piffer|destra|lettere|fotografia|bruno|bianco|accovacciato|paolo|partecipante|scuri|berretto|fai|rossa|1971|marisa|azzurra|ultima|karen|stella|ivana|chiara|sisto|riconoscono|armando|rosso|caschetto|riccardo|alunni|sinistra|1972|scuola|fondo|gialla|andalo|svettano|lettere|andalo|verde|rappresenta|giacca|della|media|matematica|docenti|all'uscita|occhiali|colorato|rossi|centro|ghezzi|istruzione|bonetti|1972|gruppo|meteorologica|rossa|dell'aeronautica|manuela|rotondi|1971|paganella
FOTOGR-II-0662;catanzaro|marzo|fotografia|durante|1941|assessore|pederzolli|banchetto|rappresenta|comunale|all'istruzione|l'allora|segretario|paolo
FOTOGR-II-0664;risalita|andalo|padre|centro|andalo|dalmonego|dalmonego|matteo|primi|gruppo|impianti|segheria|dietro|galin|risalita|vedono|scuola|sfondo|italo|dell'hotel|materna|pendici|brenta|l'hotel|chiesa|titolare|subito|paese|fotografia|andalo|piano|primo|sullo
FOTOGR-II-0665;nazionale|fasciste|l'hotel|municipio|italiane|costruzione|delle|sfondo|dell'inizio|celebrazione|presente|grande|sport|giovani|galin|andalo|brenta.festa|gil|attuale|gruppo|bambini|balilla|vedono|sullo|dell'opera|l'albergo|residence|cesira|bottamedi|della|meridiana|balilla|fotografia
FOTOGR-II-0667;ghezzi|rurale.classe|guerra|bottamedi|cassa|1912|fuori|pantejana|eugenio|chiesa|morto|cesare|attilio|sfondo|fotografia|vedono|coscritti|susan|pantejana|della|severino|tante|banal|livio|1911|settimo|dalla|mentre|1942|andalo|belot|classe|castellan|stata|madöla|rosildo|secondo|onorato|scalinata|marino|melchiori|1908|silvestro|moio|1909|seconda|chjet|scattata|l'allora|rombi|belot|caradori|doriji|cantù|perli|seduti|mezzolombardo|sullo
FOTOGR-II-0668;bottamedi|toscana|regole|membri|pittigher|dietro|sinistra|vermiglio|zanchja|castellan|monco|pietro|fotografia|rappresenta|stablum|delle|destra|albino|sinistra|guidata|lanterna|cherubino|tano|valentino|bino|ultima|elvio|pressi|riconoscono|dell'attuale|prima|processione|porta|castelli|
FOTOGR-II-0669;nella|garglit|etiopia|garglit.enda|commilitoni|bottamedi|elvio|postazione|fotografia|rappresenta
FOTOGR-II-0670;arato|alcuni|santi|mentre|della|secolo|rappresenta|ragazzi|direttrice|località|secondo|avrebbero|padre|religiosa|tradizione|lingua|toponomastica|posta|significa|copta|pendici|attuale|indigeni|fondato|fotografia|enda|prende|tigrignà|destra|cultura|sulle|abba|postazione|monte|elvio|mendefera|eritrea|matà|asmara-adi|luogo|enda|bottamedi|piccola|italiana|commilitoni|mediorientali|trascrizione|nella
FOTOGR-II-0671;fotografia|bottamedi|etiopia|rappresenta|elvio
FOTOGR-II-0672;elvio|etiopia|bottamedi|rappresenta|fotografia|commilitoni
FOTOGR-II-0673;commilitoni|fotografia|etiopia.elvio|alcuni|elvio|bottamedi|etiopia|rappresenta
FOTOGR-II-0674;nelle|elvio|dall'altra|militari|buoni|commilitoni|quanto|rammentare|vita|momento|cristiani.elvio|riposo|religiosi|giovani|parte|alcuni|fratelli|titolo|periodico|iscritti|accadeva|paesi|fronte|morale|tentativo|cattolica|regolarmente|giornale|copie|trentina|etiopia|inviò|anche|trentina|pubblicata|informarli|l'azione|difficili|commilitoni|sostenerne|stesso|grigioverde|condizioni|legge|guerra|bottamedi|fotografia|ultimo|fronte|leggono|doveri|provinciale
FOTOGR-II-0675;cannone|commilitoni|bottamedi|servizio|durante|militare|roma|elvio|rappresenta|alcuni|fotografia
FOTOGR-II-0676;boscaioli|pantejana|.alla|della|boschi|andalesi|compaesani|sila|boscaioli|molti|bottamedi|calabria|andarono|sila|matteo|riconoscono|perli|rappresenta|elvio|degli|fotografia|monti
FOTOGR-II-0677;durante|elvio|rappresenta|militare|natale|roma.13°|servizio|campagna|artiglieria|batteria|bottamedi|giorno|compagni|fotografia
FOTOGR-II-0678;1933.13°|squadra|fotografia|batteria|vincente|elvio|reggimento|batteria|militare|giugno|servizio|artiglieria|campagna|durante|campagna|bottamedi|15-6-1933|reggimentale|rappresenta
FOTOGR-II-0679;elvio|militare|partecipava|cavalli|grande|specialisti.elvio|fotografia|delle|durante|bottamedi|bottamendi|appassionato|rappresenta|cavallo|militre|servizio|pattuglie
FOTOGR-II-0680;etiopia|fotografia|rappresenta|elvio|bottamedi
FOTOGR-II-0681;care|degli|qualsiasi|fotografia|prendere|commilitoni|all'ingresso|tenda|amici|giornata|persone|bottamedi|mostra|elvio|approfittasse|scrive|fotogtafia|rappresenta|utile|scrivere|alcuni|momento|etiopia|parenti|eventi|della|mentre
